id,ai,am_nhac,an_ninh_mang,app,bac_si,bai_hat,bau_cu,benh_vien,bien_chung,blockchain,bo_truong,bong_da,bong_ro,ca_si,cau_thu,cham_soc,chinh_phu,chinh_sach,chu_tich,chuong_trinh,co_phieu,concert,cong_dong,cong_nghe,dai_bieu,dai_hoc,dang,dao_dien,dao_tao,dau_tu,dich_benh,diem_chuan,dien_thoai,dien_vien,dinh_duong,doanh_nghiep,doi_tuyen,du_lieu,gameshow,gdp,gia_vang,giai_dau,giao_duc,giao_vien,ha_noi,hiep_dinh,hlv,hoat_dong,hoc_bong,hoc_phi,hoc_sinh,hoc_tap,hoi_nghi,huy_chuong,idol,internet,khong_khi,khung_hoang,kinh_doanh,lai_suat,lam_phat,lanh_dao,liveshow,luat,mang_5g,may_tinh,mon_hoc,mv,nam_hoc,ngan_hang,nghe_si,nghi_quyet,ngoai_giao,nguoi_dan,nhap_khau,nhiem,olympic,phan_mem,phat_trien,phau_thuat,phim,quoc_hoi,quoc_te,robot,san_khau,startup,suc_khoe,tang_truong,tennis,thanh_nien,the_thao,the_van_hoi,thi,thi_truong,thiet_bi,thong_minh,thong_tin,thu_hut,thu_khoa,thu_tuong,thuc_hien,thuoc,thuong_mai,tiem_chung,tot_nghiep,tphcm,tran_dau,trien_khai,truong_hoc,truyen_hinh,ung_thu,v_league,vaccine,van_de,viet_nam,vo_dich,world_cup,xa_hoi,xuat_khau,y_te,doc_length,category
500,0.0,0.0,0.0,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,,0.0,0.0,7.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,,0.0,6.0,1.0,2.0,1.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,145,Health
501,3.0,,0.0,,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,,0.0,1.0,0.0,1.0,,0.0,,5.0,,1.0,0.0,0.0,0.0,0.0,0.0,,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,152,Technology
502,0.0,1.0,12.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,,0.0,13.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,15.0,,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,3.0,3.0,0.0,191,Technology
503,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,0.0,5.0,,0.0,0.0,0.0,,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,3.0,4.0,,3.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,5.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,4.0,5.0,0.0,12.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,,2.0,1.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,191,Entertainment
504,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,12.0,5.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,12.0,0.0,1.0,,3.0,0.0,2.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,9.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,3.0,8.0,2.0,7.0,0.0,192,Sports
505,,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,3.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,3.0,4.0,0.0,,0.0,3.0,4.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,8.0,9.0,0.0,4.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,8.0,6.0,1.0,4.0,2.0,3.0,0.0,196,Health
506,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,9.0,,0.0,3.0,2.0,0.0,10.0,0.0,15.0,1.0,4.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,3.0,4.0,4.0,0.0,5.0,13.0,9.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,10.0,0.0,0.0,241,Politics
507,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,10.0,0.0,0.0,2.0,4.0,0.0,0.0,,0.0,5.0,6.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,,0.0,0.0,3.0,9.0,1.0,,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,3.0,5.0,0.0,13.0,1.0,5.0,2.0,3.0,0.0,1.0,,0.0,15.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,,0.0,8.0,3.0,2.0,4.0,5.0,4.0,0.0,258,Business
508,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,,0.0,10.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,10.0,0.0,1.0,2.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,2.0,7.0,3.0,0.0,1.0,1.0,3.0,1.0,4.0,7.0,4.0,3.0,8.0,0.0,0.0,,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,178,Entertainment
509,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,5.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.0,,0.0,0.0,0.0,3.0,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,2.0,1.0,3.0,0.0,0.0,8.0,1.0,147,Health
510,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,1.0,,2.0,6.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,136,Technology
511,0.0,0.0,3.0,2.0,0.0,0.0,15.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,14.0,11.0,0.0,2.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,3.0,0.0,6.0,9.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,10.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,207,Politics
512,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0,3.0,4.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,4.0,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,,5.0,0.0,,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,9.0,9.0,0.0,4.0,,2.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,12.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,211,Business
513,0.0,0.0,0.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,1.0,3.0,0.0,1.0,0.0,5.0,3.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,,0.0,1.0,,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,7.0,5.0,0.0,5.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,5.0,4.0,0.0,10.0,0.0,0.0,168,Health
514,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,3.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,15.0,2.0,,0.0,0.0,3.0,1.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,163,Education
515,0.0,0.0,0.0,0.0,15.0,0.0,,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,,5.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,3.0,,0.0,14.0,0.0,7.0,0.0,8.0,1.0,2.0,1.0,0.0,10.0,186,Health
516,0.0,2.0,4.0,0.0,5.0,11.0,1.0,,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,3.0,3.0,3.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,,,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,5.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,5.0,3.0,0.0,2.0,0.0,6.0,3.0,2.0,181,Technology
517,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,13.0,0.0,1.0,3.0,0.0,0.0,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,4.0,4.0,0.0,1.0,1.0,193,Politics
518,12.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,5.0,,5.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,183,Politics
519,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,,2.0,14.0,0.0,0.0,1.0,3.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,15.0,1.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,150,Politics
520,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,10.0,0.0,1.0,3.0,2.0,2.0,10.0,3.0,4.0,,2.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,,2.0,0.0,7.0,7.0,0.0,0.0,3.0,2.0,12.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,7.0,0.0,0.0,234,Technology
521,2.0,8.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,5.0,,1.0,9.0,0.0,0.0,0.0,4.0,,0.0,13.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,1.0,0.0,7.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,10.0,,0.0,0.0,0.0,10.0,0.0,7.0,1.0,6.0,0.0,,0.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,217,Entertainment
522,0.0,14.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,4.0,3.0,15.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,15.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,3.0,,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,4.0,0.0,,0.0,2.0,0.0,6.0,0.0,0.0,5.0,0.0,4.0,0.0,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,0.0,0.0,2.0,11.0,3.0,0.0,2.0,0.0,12.0,0.0,0.0,8.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,6.0,9.0,,2.0,5.0,5.0,0.0,264,Entertainment
523,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,3.0,,0.0,0.0,0.0,0.0,5.0,2.0,10.0,0.0,3.0,2.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,3.0,13.0,5.0,8.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,,2.0,4.0,0.0,,1.0,8.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,3.0,10.0,13.0,0.0,213,Business
524,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,14.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0,0.0,8.0,0.0,6.0,0.0,7.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,164,Entertainment
525,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,3.0,0.0,3.0,7.0,2.0,0.0,0.0,,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,10.0,3.0,0.0,133,Entertainment
526,1.0,6.0,0.0,0.0,,10.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,0.0,3.0,0.0,2.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,173,Health
527,1.0,6.0,5.0,1.0,0.0,11.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,3.0,,0.0,2.0,0.0,3.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,145,Technology
